X_id,id,g_pnt_2,geo_shp,fenomen,taxonom,r_p_v_e,intnsdd,descrpc,fuente,cvegeo,alcaldi,entidad,area_m2,perim_m,perd_rt,intens_n,intns_nm,int2
3120,743,"19.4079381484,-99.0602448334","{""type"": ""Polygon"", ""coordinates"": [[[-99.06069175734267, 19.412209696694205], [-99.06067904924058, 19.412335691413325], [-99.06066645033475, 19.41246615556905], [-99.06060739089233, 19.41295110053111], [-99.06058205622588, 19.413207423013702], [-99.0606",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900600010096,Iztacalco,Ciudad de Mxico,276058.590272,3303.17187242,5 aos,% de area inundable,100,5
3121,749,"19.2906228986,-99.0731381292","{""type"": ""Polygon"", ""coordinates"": [[[-99.07590999140749, 19.290986174470834], [-99.07582279439515, 19.29101026694767], [-99.07214416769712, 19.291897315081812], [-99.07191969550789, 19.291948915733723], [-99.07188502933755, 19.291955372486996], [-99.071",Hidrometeorolgicos,Inundaciones,Peligro,Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",090070001515A,Iztapalapa,Ciudad de Mxico,98690.0311978,1379.43375322,5 aos,% de area inundable,73 a 99,4
3122,753,"19.1981729169,-99.0016811855","{""type"": ""Polygon"", ""coordinates"": [[[-98.99786577873996, 19.197326024989366], [-98.99766206449331, 19.197074525776546], [-98.9974602624514, 19.196869579562062], [-98.9973397248094, 19.19672151216398], [-98.99734103218425, 19.19623750597377], [-98.997295",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",090090017037A,Milpa Alta,Ciudad de Mxico,1045280.17761,5077.27423526,5 aos,% de area inundable,0 a 25,1
3123,761,"19.3774013543,-99.0755342046","{""type"": ""Polygon"", ""coordinates"": [[[-99.07682082329981, 19.373582859494185], [-99.07715550898975, 19.373670737589382], [-99.07768350236093, 19.373809387804116], [-99.0786993694481, 19.37407761609], [-99.07849865060736, 19.374765958243664], [-99.0782142",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700010407,Iztapalapa,Ciudad de Mxico,402111.855785,2710.23365055,5 aos,% de area inundable,100,5
3124,783,"19.3445731103,-99.0007448528","{""type"": ""Polygon"", ""coordinates"": [[[-99.00199218086873, 19.34739209074671], [-99.001740382364, 19.347273265048006], [-99.0015799166845, 19.347171116055076], [-99.00151897007625, 19.347084498567998], [-99.00148773056944, 19.346804237144685], [-99.001455",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700012795,Iztapalapa,Ciudad de Mxico,181419.309009,2228.97564291,5 aos,% de area inundable,0 a 25,1
3125,795,"19.333969597,-99.0446893393","{""type"": ""Polygon"", ""coordinates"": [[[-99.04370167064332, 19.3300847311657], [-99.04440901777726, 19.3302538070499], [-99.04451892151253, 19.329898115811393], [-99.04460481606083, 19.329620135087346], [-99.04501347720264, 19.32960769394156], [-99.0448980",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700013045,Iztapalapa,Ciudad de Mxico,310852.897308,2609.95590134,5 aos,% de area inundable,100,5
3203,1965,"19.4050931199,-99.2480893782","{""type"": ""Polygon"", ""coordinates"": [[[-99.24918184612771, 19.407729446378905], [-99.24895482982951, 19.40802043695011], [-99.24867945696663, 19.40826683444416], [-99.24851625915484, 19.408473199380126], [-99.24831196450805, 19.40864858450919], [-99.24797",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",090160001125A,Miguel Hidalgo,Ciudad de Mxico,510075.727956,5558.19874837,5 aos,% de area inundable,0 a 25,1
3126,798,"19.3813135786,-99.037264711","{""type"": ""Polygon"", ""coordinates"": [[[-99.0359335951272, 19.384540124223836], [-99.03599536995142, 19.38443317366977], [-99.0362084580025, 19.38406425526847], [-99.03661043500495, 19.38338357199671], [-99.03705221064985, 19.382682389202998], [-99.0371054",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700015592,Iztapalapa,Ciudad de Mxico,177479.456921,2596.06098093,5 aos,% de area inundable,100,5
3127,816,"19.3407744567,-99.0691626353","{""type"": ""Polygon"", ""coordinates"": [[[-99.06570890352245, 19.33947195901043], [-99.06543496927546, 19.339156588721682], [-99.0653518825333, 19.339052610495063], [-99.06535833937274, 19.33882900060201], [-99.0654481696108, 19.33888212541647], [-99.0665832",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700012812,Iztapalapa,Ciudad de Mxico,166977.375008,1969.97655146,5 aos,% de area inundable,100,5
3128,829,"19.3916154282,-99.0964548089","{""type"": ""Polygon"", ""coordinates"": [[[-99.09572464617429, 19.389848298580624], [-99.09577608467633, 19.389356166431124], [-99.09611992608934, 19.38938696274152], [-99.09647749021713, 19.389419350965426], [-99.09649019076711, 19.389420493732644], [-99.096",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900600010698,Iztacalco,Ciudad de Mxico,88776.0916263,1358.10310392,5 aos,% de area inundable,100,5
3129,846,"19.3748244353,-99.0558659632","{""type"": ""Polygon"", ""coordinates"": [[[-99.05637370848913, 19.37470771854324], [-99.05648559355897, 19.37467247112072], [-99.05661970655284, 19.37504293565755], [-99.0565089865527, 19.375081156499338], [-99.05671911747206, 19.375642404159684], [-99.055159",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",090070001579A,Iztapalapa,Ciudad de Mxico,16128.7718411,562.791076175,5 aos,% de area inundable,100,5
3130,869,"19.3793236853,-99.0508397234","{""type"": ""Polygon"", ""coordinates"": [[[-99.0503870772275, 19.37840095683305], [-99.05053863304138, 19.378309409683446], [-99.05147999085199, 19.37868838948506], [-99.05162675728333, 19.37876516031877], [-99.05172629175168, 19.378927179145787], [-99.051189",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700015639,Iztapalapa,Ciudad de Mxico,36108.5466118,959.649918106,5 aos,% de area inundable,100,5
3133,881,"19.29256675,-99.1138069351","{""type"": ""Polygon"", ""coordinates"": [[[-99.11535775526679, 19.28969984342532], [-99.11546460856803, 19.28976942471653], [-99.1154863151504, 19.28981146633161], [-99.11596974439588, 19.2907526367346], [-99.1165624227202, 19.291902014979456], [-99.116869024",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901200010498,Tlalpan,Ciudad de Mxico,324220.15851,2251.66354007,5 aos,% de area inundable,100,5
3134,889,"19.3364280583,-99.0645443947","{""type"": ""Polygon"", ""coordinates"": [[[-99.06338357542583, 19.333528129364538], [-99.06344182925746, 19.3335488570549], [-99.0635247020482, 19.333577377222998], [-99.06375952311078, 19.333679032032205], [-99.0644424765295, 19.333976894495283], [-99.064440",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700012850,Iztapalapa,Ciudad de Mxico,197169.774785,1810.99497262,5 aos,% de area inundable,100,5
3135,911,"19.3322644054,-99.0721375112","{""type"": ""Polygon"", ""coordinates"": [[[-99.07039614867699, 19.332978217475326], [-99.07001953021182, 19.332904013806704], [-99.06982875791716, 19.332866425561104], [-99.07019486552946, 19.330922384645827], [-99.07111072297528, 19.33108478708547], [-99.071",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700014151,Iztapalapa,Ciudad de Mxico,99037.0085007,1358.35165573,5 aos,% de area inundable,100,5
3136,919,"19.335664066,-99.0168273265","{""type"": ""Polygon"", ""coordinates"": [[[-99.01806547312908, 19.338992277026502], [-99.01780589884508, 19.338696655860392], [-99.01776956608133, 19.338646475882204], [-99.0175166497418, 19.33840992821614], [-99.01727779156116, 19.338158921300323], [-99.0172",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700013083,Iztapalapa,Ciudad de Mxico,197061.51971,2048.45918096,5 aos,% de area inundable,0 a 25,1
3137,929,"19.3278440994,-99.0656620839","{""type"": ""Polygon"", ""coordinates"": [[[-99.0642773530052, 19.326241679268037], [-99.06450273098808, 19.325969968157054], [-99.06468041888034, 19.32574341383915], [-99.06473318912566, 19.325676130768993], [-99.06497350225901, 19.32539327818411], [-99.06510",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700011918,Iztapalapa,Ciudad de Mxico,207040.242686,1876.078838,5 aos,% de area inundable,100,5
3138,933,"19.3363853892,-99.0295405713","{""type"": ""Polygon"", ""coordinates"": [[[-99.02969493867305, 19.334480967520214], [-99.0300746806967, 19.33456163606317], [-99.03031816856819, 19.33461134757089], [-99.03074276968916, 19.334696350587983], [-99.0310391038126, 19.33475451483844], [-99.0312481",Hidrometeorolgicos,Inundaciones,Peligro,Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700012901,Iztapalapa,Ciudad de Mxico,274822.286524,2344.81087707,5 aos,% de area inundable,73 a 99,4
3139,959,"19.3474991084,-99.0043421422","{""type"": ""Polygon"", ""coordinates"": [[[-99.00598679620735, 19.34745181504191], [-99.0059459519177, 19.34777963028136], [-99.00587277157244, 19.34807178992349], [-99.00586068072522, 19.348124979037962], [-99.00583535500293, 19.34851613182689], [-99.0058035",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700015291,Iztapalapa,Ciudad de Mxico,127634.956256,1498.07027692,5 aos,% de area inundable,0 a 25,1
3140,964,"19.3222719977,-99.0450263117","{""type"": ""Polygon"", ""coordinates"": [[[-99.04678500612991, 19.32222351092804], [-99.04612474845567, 19.321867472221307], [-99.04603817831251, 19.321711162443695], [-99.04578676599711, 19.321437644958568], [-99.04548653463075, 19.321691787676958], [-99.045",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700015732,Iztapalapa,Ciudad de Mxico,77865.3777549,2152.57430184,5 aos,% de area inundable,100,5
3141,965,"19.3214845575,-99.0402938863","{""type"": ""Polygon"", ""coordinates"": [[[-99.04132670332054, 19.321149340434772], [-99.04121241293537, 19.321545979877683], [-99.04110504090846, 19.32191859901973], [-99.04181737544944, 19.322106190086085], [-99.04171033456367, 19.322494348854484], [-99.041",Hidrometeorolgicos,Inundaciones,Peligro,Medio,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700015499,Iztapalapa,Ciudad de Mxico,122339.654036,2322.84941923,5 aos,% de area inundable,50 a 72,3
3142,985,"19.3239478831,-99.0470541673","{""type"": ""Polygon"", ""coordinates"": [[[-99.04574112719155, 19.32513057002749], [-99.0456248010864, 19.325251394937006], [-99.04525204361353, 19.32563856610704], [-99.04494118327825, 19.325514457506376], [-99.04453576513782, 19.325352596863812], [-99.04478",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700014217,Iztapalapa,Ciudad de Mxico,86952.4550436,1328.14767589,5 aos,% de area inundable,100,5
3143,547,"19.2443720833,-99.0099951187","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.00531662497704, 19.247813600309662], [-99.00636447935271, 19.246232680067468], [-99.00755208067092, 19.243965698032355], [-99.0076040402405, 19.243929378131902], [-99.00775804434306, 19.243648970094064], [-",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901100011499,Tlhuac,Ciudad de Mxico,675415.392076,4357.62754556,5 aos,% de area inundable,0 a 25,1
3144,568,"19.3986985658,-99.0643414792","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.06168877390341, 19.399446826157373], [-99.06187101613838, 19.398617539264855], [-99.06191822041919, 19.398397654862794], [-99.06197399487455, 19.39813272563752], [-99.06202970711632, 19.39786016664316], [-9",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900600010202,Iztacalco,Ciudad de Mxico,300355.063802,2409.4265513,5 aos,% de area inundable,100,5
3145,569,"19.3217182988,-99.0502309094","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.05292103785696, 19.322055726667436], [-99.0528435475858, 19.322154000599326], [-99.05270788650188, 19.322326052710103], [-99.05260489913645, 19.322456662045155], [-99.05245231407606, 19.322650173807116], [-",Hidrometeorolgicos,Inundaciones,Peligro,Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700014749,Iztapalapa,Ciudad de Mxico,259239.102329,2554.28798699,5 aos,% de area inundable,73 a 99,4
3146,587,"19.2125456141,-98.9976184016","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.00216118051158, 19.21274114405129], [-99.0019143376248, 19.212751659917316], [-99.00170377740605, 19.21266206001926], [-99.00138430632072, 19.212627601831052], [-99.00127539865274, 19.21254489447634], [-99.",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900900110420,Milpa Alta,Ciudad de Mxico,846408.287471,5067.21452093,5 aos,% de area inundable,0 a 25,1
3147,609,"19.378955595,-99.0636993863","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.06324851090882, 19.38299605210113], [-99.06239206813372, 19.38285045623865], [-99.06152633102889, 19.382696481597055], [-99.06084839739022, 19.38258832157815], [-99.06093170138413, 19.38220291088828], [-99.",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700010214,Iztapalapa,Ciudad de Mxico,408160.418819,2773.09566317,5 aos,% de area inundable,100,5
3148,631,"19.3738791203,-99.0689830425","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.06389881014078, 19.37521635332538], [-99.06359127649772, 19.375273428316884], [-99.06296828578206, 19.375361160694002], [-99.06350659329068, 19.374214545843923], [-99.06429543555471, 19.3725715483499], [-99",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700010426,Iztapalapa,Ciudad de Mxico,420807.130334,3375.00447851,5 aos,% de area inundable,100,5
3149,652,"19.3461564513,-98.9833647051","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-98.98405629291723, 19.345629244558634], [-98.98425706327762, 19.34566547998295], [-98.98467065876655, 19.345742712947487], [-98.98534535421263, 19.345872458933073], [-98.98635435936588, 19.346077526010255], [-",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700012723,Iztapalapa,Ciudad de Mxico,246694.237448,3253.55346809,5 aos,% de area inundable,0 a 25,1
4075,1962,"19.4535429421,-99.1463521835","{""type"": ""Polygon"", ""coordinates"": [[[-99.14758864517808, 19.453014889318755], [-99.14744031280368, 19.4536697690411], [-99.14674365467246, 19.4535177142881], [-99.14661612204272, 19.45410041352686], [-99.14685715685596, 19.45414932526772], [-99.14668503",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901500010377,Cuauhtmoc,Ciudad de Mxico,32918.2671148,912.695821817,5 aos,% de area inundable,100,5
3150,653,"19.3144203107,-99.0449374634","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.04437715054416, 19.31563664246326], [-99.0439513148446, 19.31504302192034], [-99.0440325451328, 19.31467696892247], [-99.04409903667393, 19.314532637387135], [-99.04405114997884, 19.314223517113245], [-99.0",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700015395,Iztapalapa,Ciudad de Mxico,91732.12067,1468.26598255,5 aos,% de area inundable,100,5
3151,654,"19.3171336319,-99.0448026102","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.04409903667393, 19.314532637387135], [-99.0440325451328, 19.31467696892247], [-99.0439513148446, 19.31504302192034], [-99.04437715054416, 19.31563664246326], [-99.04462213248509, 19.316038711478324], [-99.0",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700015380,Iztapalapa,Ciudad de Mxico,297346.716491,2685.03580088,5 aos,% de area inundable,100,5
3152,661,"19.3035449096,-99.2679633387","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.26718241200365, 19.30116930689337], [-99.26750226802106, 19.301081614459473], [-99.2677461689923, 19.301137071194216], [-99.26795609843597, 19.301197452462006], [-99.26822604024476, 19.301100989147834], [-9",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900800010584,La Magdalena Contreras,Ciudad de Mxico,258326.33673,2266.17938859,5 aos,% de area inundable,0 a 25,1
3153,670,"19.3289320618,-99.0498858222","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.0492927625149, 19.327135693527474], [-99.04920998399122, 19.327412852469724], [-99.04967547115629, 19.327536143300183], [-99.0499545232942, 19.327610056342486], [-99.05055006222975, 19.327733595229056], [-9",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700014772,Iztapalapa,Ciudad de Mxico,154928.806065,1920.35325171,5 aos,% de area inundable,100,5
3154,699,"19.349414243,-98.9904597183","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-98.98981903753511, 19.34673166817008], [-98.99002650600065, 19.346767938670997], [-98.99017067436196, 19.346791736846164], [-98.99056487762208, 19.3468638160139], [-98.9910973428941, 19.346978674588836], [-98.",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700012653,Iztapalapa,Ciudad de Mxico,160459.33896,2526.76379594,5 aos,% de area inundable,0 a 25,1
3155,730,"19.3159302695,-99.0535466351","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.05744237825105, 19.31949581388005], [-99.0566055432854, 19.32053175350293], [-99.05654227803144, 19.320613407313], [-99.05633037153855, 19.320510374889288], [-99.05615584293494, 19.320393379929584], [-99.05",Hidrometeorolgicos,Inundaciones,Peligro,Medio,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700012051,Iztapalapa,Ciudad de Mxico,1065796.6949,5184.78198503,5 aos,% de area inundable,50 a 72,3
3156,744,"19.3932068283,-99.101744533","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.1002010252217, 19.392707134083217], [-99.1002253589006, 19.39248198650597], [-99.10027822536621, 19.391968292628547], [-99.1006518632378, 19.392006745685606], [-99.10100551654217, 19.392031315046488], [-99.",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900600010630,Iztacalco,Ciudad de Mxico,82588.3829208,1189.05771092,5 aos,% de area inundable,100,5
3160,808,"19.2884754365,-99.0669077877","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.06708928638277, 19.289335102201257], [-99.06681818032915, 19.289394514256813], [-99.0665613863384, 19.289450344373332], [-99.06654880100498, 19.28945251380573], [-99.0662701006695, 19.289511592677638], [-99",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",090070001440A,Iztapalapa,Ciudad de Mxico,48844.1548779,904.32390243,5 aos,% de area inundable,100,5
